ordem_de_servico;tag_equipamento;tipo_de_equipamento;tipo_de_evento;tipo_de_manutencao;km_atual;hr_atual;data_entrada;hora_entrada;data_saida;hora_saida
397;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Diversos;126.481,30;5.748,00;16/11/2021;10:05:00;16/11/2021;10:20:00
398;CB-84;CAMINHAO BASCULANTE;Corretiva;Diversos;25.187,60;3.363,00;16/11/2021;09:55:00;17/11/2021;09:00:00
399;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;19.130,60;1.317,00;16/11/2021;10:00:00;16/11/2021;10:20:00
400;CP-79;CAMINHAO PIPA;Corretiva;Borracharia;16.807,20;2.514,00;16/11/2021;10:40:00;16/11/2021;11:05:00
401;CH-63;CAMINHAO HIDROJATO;Corretiva;Diversos;17.670,40;319,8;17/11/2021;08:00:00;17/11/2021;08:45:00
402;CB-2;CAMINHAO BASCULANTE;Preventiva;Diversos;100.528,60;8.671,00;17/11/2021;09:01:00;19/11/2021;15:20:00
403;CB-98;CAMINHAO BASCULANTE;Corretiva;Diversos;87.754,40;1.404,00;17/11/2021;09:10:00;18/11/2021;13:20:00
404;CM-9;CAVALO MECANICO;Corretiva;Mecânico;437.063,60;11.041,00;17/11/2021;10:50:00;17/11/2021;11:40:00
405;VL-45;VEICULO LEVE;Corretiva;Elétrico;146.016,00;;17/11/2021;11:29:00;17/11/2021;11:36:00
406;CB-12;CAMINHAO BASCULANTE;Corretiva;Elétrico;101.597,60;6.839,00;18/11/2021;08:20:00;18/11/2021;16:57:00
407;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Borracharia;122.757,00;7.901,00;18/11/2021;08:26:00;18/11/2021;08:56:00
408;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Elétrico;103.310,80;17.457,60;18/11/2021;08:40:00;18/11/2021;08:53:00
409;CP-79;CAMINHAO PIPA;Corretiva;Borracharia;16.807,20;2.514,00;18/11/2021;14:25:00;18/11/2021;15:10:00
410;CRR-31;CAMINHAO ROLL ON;Corretiva;Elétrico;76.836,30;3.673,00;19/11/2021;08:30:00;19/11/2021;08:36:00
411;CV-34;CAMINHAO VACUO;Corretiva;Mecânico;262.018,80;;19/11/2021;08:33:00;19/11/2021;08:40:00
412;CP-77;CAMINHAO PIPA;Corretiva;Diversos;38.520,90;5.554,00;19/11/2021;09:00:00;11/01/2022;14:30:00
413;CB-101;CAMINHAO BASCULANTE;Preventiva;Diversos;105.124,00;14.579,00;22/11/2021;08:00:00;24/11/2021;10:15:00
414;CP-74;CAMINHAO PIPA;Corretiva;Mecânico;33.401,90;6.084,60;22/11/2021;08:00:00;25/11/2021;11:15:00
415;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Elétrico;5.223,00;751;22/11/2021;09:10:00;22/11/2021;09:18:00
416;RT-27;REBOQUE TANQUE;Corretiva;Mecânico;;;22/11/2021;09:38:00;23/11/2021;08:30:00
417;CM-8;CAVALO MECANICO;Preventiva;Diversos;382.371,60;10.011,00;22/11/2021;09:40:00;22/11/2021;12:50:00
418;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;19.865,80;1.440,00;22/11/2021;10:08:00;22/11/2021;10:45:00
419;CP-78;CAMINHAO PIPA;Corretiva;Diversos;42.900,20;6.276,00;22/11/2021;16:30:00;23/11/2021;12:11:00
420;RT-68;REBOQUE TANQUE;Corretiva;Elétrico;;;23/11/2021;07:55:00;23/11/2021;08:10:00
421;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Mecânico;62.356,80;1.842,00;23/11/2021;10:30:00;23/11/2021;10:43:00
422;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Diversos;17.206,90;2.566,00;23/11/2021;12:00:00;23/11/2021;14:50:00
423;CHH-62;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;33.292,40;3.760,20;23/11/2021;13:40:00;23/11/2021;14:20:00
424;EH-85;ESCAVADEIRA HIDRAULICA;Preventiva;Diversos;;1.982,70;23/11/2021;14:05:00;23/11/2021;15:15:00
425;CB-97;CAMINHAO BASCULANTE;Preventiva;Mecânico;122.779,00;5.628,00;23/11/2021;16:05:00;23/11/2021;16:45:00
426;CM-5;CAVALO MECANICO;Corretiva;Mecânico;384.021,40;9.511,00;23/11/2021;17:05:00;23/11/2021;17:55:00
427;CB-11;CAMINHAO BASCULANTE;Corretiva;Diversos;98.433,30;996;24/11/2021;07:55:00;25/11/2021;15:10:00
428;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Mecânico;123.082,00;7.925,00;24/11/2021;08:00:00;24/11/2021;16:30:00
429;RT-29;REBOQUE TANQUE;Corretiva;Borracharia;;;24/11/2021;08:35:00;24/11/2021;09:00:00
430;CB-15;CAMINHAO BASCULANTE;Corretiva;Elétrico;76.609,10;;24/11/2021;09:22:00;;
431;CP-78;CAMINHAO PIPA;Corretiva;Mecânico;43.186,90;6.287,00;24/11/2021;10:00:00;25/11/2021;11:50:00
432;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;20.226,00;1.458,00;24/11/2021;14:15:00;24/11/2021;14:50:00
433;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Elétrico;77.872,90;15.756,00;24/11/2021;14:55:00;24/11/2021;15:15:00
434;CH-16;CAMINHAO HIDROJATO;Corretiva;Elétrico;54.723,90;7.885,00;25/11/2021;09:50:00;25/11/2021;12:10:00
435;CHV-13;CAMINHAO HIPERVACUO;Corretiva;Mecânico;103.347,80;17.460,20;25/11/2021;14:35:00;25/11/2021;14:52:00
436;CP-17;CAMINHAO PIPA;Corretiva;Elétrico;62.396,20;8.032,00;25/11/2021;15:45:00;25/11/2021;16:05:00
437;CV-35;CAMINHAO VACUO;Corretiva;Mecânico;97.290,20;9.025,80;26/11/2021;07:45:00;08/12/2021;14:00:00
438;CRR-30;CAMINHAO ROLL ON;Corretiva;Mecânico;127.071,60;5.774,00;26/11/2021;08:00:00;26/11/2021;08:59:00
439;RT-28;REBOQUE TANQUE;Corretiva;Borracharia;;;26/11/2021;08:20:00;26/11/2021;10:55:00
440;RT-25;REBOQUE TANQUE;Corretiva;Borracharia;;;26/11/2021;11:35:00;26/11/2021;13:35:00
441;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;20.374,70;1.471,00;26/11/2021;14:40:00;26/11/2021;16:35:00
442;CB-2;CAMINHAO BASCULANTE;Corretiva;Diversos;100.769,00;8.709,00;26/11/2021;16:10:00;26/11/2021;16:19:00
443;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Mecânico;4.505,50;105;27/11/2021;08:00:00;27/11/2021;08:35:00
444;CH-63;CAMINHAO HIDROJATO;Corretiva;Mecânico;17.765,80;370,8;27/11/2021;08:05:00;29/11/2021;16:15:00
445;#VALOR!;CAMINHAO HIDROJATO;Lubrificação;Mecânico;134.904,00;;27/11/2021;08:55:00;27/11/2021;09:07:00
445;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Mecânico;133.870,40;;10/11/2021;09:00:00;10/11/2021;10:16:00
446;CHV-14;CAMINHAO HIPERVACUO;Corretiva;Borracharia;123.236,10;7.939,00;29/11/2021;08:00:00;29/11/2021;09:01:00
447;CB-12;CAMINHAO BASCULANTE;Corretiva;Diversos;101.805,90;6.863,00;29/11/2021;08:00:00;29/11/2021;09:28:00
448;CB-97;CAMINHAO BASCULANTE;Corretiva;Mecânico;122.953,00;5.653,00;29/11/2021;09:30:00;29/11/2021;15:20:00
449;CP-17;CAMINHAO PIPA;Corretiva;Diversos;62.611,10;8.061,00;29/11/2021;09:35:00;29/11/2021;10:40:00
450;CP-78;CAMINHAO PIPA;Corretiva;Diversos;43.602,10;6.345,00;29/11/2021;10:32:00;29/11/2021;11:42:00
451;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Borracharia;20.715,90;1.503,00;29/11/2021;11:15:00;29/11/2021;11:57:00
452;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Diversos;78.620,90;15.859,50;30/11/2021;08:00:00;30/11/2021;10:26:00
453;PC-88;PA CARREGADEIRA;Preventiva;Mecânico;;1.644,70;30/11/2021;12:00:00;30/11/2021;18:15:00
454;CP-17;CAMINHAO PIPA;Corretiva;Borracharia;62.636,20;8.063,00;30/11/2021;14:10:00;30/11/2021;15:15:00
455;CRR-31;CAMINHAO ROLL ON;Corretiva;Elétrico;77.632,80;3.730,00;01/12/2021;08:55:00;01/12/2021;09:01:00
456;RT-50;REBOQUE TANQUE;Corretiva;Mecânico;;;01/12/2021;09:02:00;01/12/2021;10:40:00
457;RT-26;REBOQUE TANQUE;Corretiva;Mecânico;;;01/12/2021;10:45:00;01/12/2021;13:30:00
458;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;114.072,30;6.914,00;01/12/2021;14:00:00;01/12/2021;16:10:00
459;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Borracharia;67.257,60;18.336,90;01/12/2021;14:05:00;01/12/2021;14:40:00
460;CP-79;CAMINHAO PIPA;Corretiva;Mecânico;18.048,10;2.683,00;01/12/2021;14:20:00;01/12/2021;15:10:00
461;CM-56;CAVALO MECANICO;Corretiva;Elétrico;64.546,20;1.890,00;01/12/2021;17:15:00;01/12/2021;17:20:00
462;CM-6;CAVALO MECANICO;Corretiva;Borracharia;381.208,20;6.292,00;02/12/2021;09:30:00;02/12/2021;11:30:00
463;CB-10;CAMINHAO BASCULANTE;Preventiva;Diversos;80.067,40;623;02/12/2021;13:50:00;02/12/2021;15:20:00
464;RB-21;REBOQUE TANQUE;Corretiva;Mecânico;;;02/12/2021;16:10:00;02/12/2021;16:35:00
465;CM-5;CAVALO MECANICO;Corretiva;Mecânico;386.879,90;9.585,00;02/12/2021;16:15:00;02/12/2021;16:40:00
466;CB-97;CAMINHAO BASCULANTE;Corretiva;Diversos;122.953,30;5.653,00;03/12/2021;08:00:00;03/12/2021;08:35:00
467;CB-11;CAMINHAO BASCULANTE;Corretiva;Borracharia;98.821,60;1.056,00;03/12/2021;08:00:00;03/12/2021;09:00:00
468;CB-101;CAMINHAO BASCULANTE;Corretiva;Mecânico;105.133,00;14.581,00;03/12/2021;08:00:00;03/12/2021;09:10:00
469;RE-7;RETRO CASE;Corretiva;Diversos;;125,1;03/12/2021;11:00:00;03/12/2021;12:10:00
470;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;79.202,10;15.974,50;06/12/2021;07:45:00;06/01/2022;14:20:00
471;CP-17;CAMINHAO PIPA;Corretiva;Diversos;62.692,80;8.111,00;06/12/2021;08:00:00;06/12/2021;14:22:00
472;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;13.118,50;1.066,00;06/12/2021;10:31:00;06/12/2021;11:15:00
473;CM-7;CAVALO MECANICO;Corretiva;Diversos;143.781,60;;06/12/2021;11:12:00;06/12/2021;13:30:00
474;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;28.126,80;3.925,60;06/12/2021;14:00:00;06/12/2021;14:55:00
475;CP-79;CAMINHAO PIPA;Corretiva;Mecânico;18.610,90;2.756,00;06/12/2021;15:00:00;06/12/2021;16:15:00
476;CP-74;CAMINHAO PIPA;Corretiva;Mecânico;33.768,80;6.139,90;07/12/2021;08:00:00;07/12/2021;13:52:00
477;CB-14;CAMINHAO BASCULANTE;Corretiva;Mecânico;114.315,40;6.949,00;07/12/2021;08:45:00;07/12/2021;09:15:00
478;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;21.536,70;1.633,00;07/12/2021;16:40:00;07/12/2021;17:00:00
479;CV-32;CAMINHAO VACUO;Corretiva;Elétrico;102.170,00;6.369,80;08/12/2021;08:53:00;08/12/2021;09:10:00
480;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Borracharia;67.388,60;18.368,40;08/12/2021;08:55:00;08/12/2021;09:20:00
481;CB-14;CAMINHAO BASCULANTE;Preventiva;Diversos;114.317,60;6.951,00;08/12/2021;10:25:00;08/12/2021;11:45:00
482;VL-64;VEICULO LEVE;Corretiva;Mecânico;91.270,30;;08/12/2021;11:00:00;08/12/2021;11:25:00
483;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;51.041,30;5.280,90;08/12/2021;11:05:00;08/12/2021;11:35:00
484;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Elétrico;102.100,50;6.907,00;08/12/2021;13:00:00;08/12/2021;13:30:00
485;CB-14;CAMINHAO BASCULANTE;Corretiva;Mecânico;114.320,20;6.951,00;08/12/2021;14:15:00;09/12/2021;14:02:00
486;CH-65;CAMINHAO HIDROJATO;Corretiva;Mecânico;52.738,50;2.988,30;09/12/2021;08:01:00;09/12/2021;08:26:00
487;CM-54;CAVALO MECANICO;Corretiva;Elétrico;192.145,00;7.132,00;09/12/2021;09:05:00;09/12/2021;10:10:00
488;CH-15;CAMINHAO HIDROJATO;Corretiva;Diversos;58.973,90;8.657,00;09/12/2021;13:55:00;09/12/2021;14:20:00
489;CH-16;CAMINHAO HIDROJATO;Corretiva;Elétrico;55.292,10;8.031,00;09/12/2021;14:11:00;09/12/2021;14:30:00
490;RB-20;REBOQUE TANQUE;Corretiva;Mecânico;;;09/12/2021;14:30:00;09/12/2021;16:40:00
491;CM-3;CAVALO MECANICO;Corretiva;Mecânico;569.194,20;;09/12/2021;16:10:00;09/12/2021;17:00:00
492;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;51.073,60;5.283,80;10/12/2021;08:38:00;10/12/2021;08:45:00
493;RT-27;REBOQUE TANQUE;Corretiva;Mecânico;;;10/12/2021;08:50:00;10/12/2021;09:15:00
494;CP-80;CAMINHAO PIPA;Corretiva;Elétrico;17.881,40;2.835,00;10/12/2021;09:22:00;10/12/2021;09:47:00
495;CRR-31;CAMINHAO ROLL ON;Corretiva;Borracharia;78.262,30;3.764,00;10/12/2021;09:15:00;10/12/2021;09:50:00
496;CM-5;CAVALO MECANICO;Corretiva;Borracharia;388.558,70;9.630,00;10/12/2021;09:20:00;10/12/2021;10:45:00
497;RT-29;REBOQUE TANQUE;Corretiva;Diversos;;;10/12/2021;12:00:00;10/12/2021;12:50:00
498;CP-17;CAMINHAO PIPA;Corretiva;Elétrico;63.184,50;8.158,00;10/12/2021;16:31:00;10/12/2021;16:45:00
499;RB-21;REBOQUE TANQUE;Corretiva;Diversos;;;10/12/2021;17:20:00;10/12/2021;18:02:00
500;CP-79;CAMINHAO PIPA;Corretiva;Elétrico;18.952,70;2.806,00;11/12/2021;09:50:00;11/12/2021;11:15:00
501;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;55.355,00;8.045,00;13/12/2021;08:15:00;13/12/2021;08:40:00
502;CH-15;CAMINHAO HIDROJATO;Corretiva;Borracharia;59.110,80;8.686,00;13/12/2021;08:18:00;13/12/2021;08:55:00
503;CP-78;CAMINHAO PIPA;Preventiva;Mecânico;44.315,20;6.454,00;13/12/2021;08:20:00;13/12/2021;08:55:00
504;RT-26;REBOQUE TANQUE;Corretiva;Borracharia;;;13/12/2021;09:49:00;13/12/2021;10:30:00
505;RT-28;REBOQUE TANQUE;Corretiva;Mecânico;;;13/12/2021;10:00:00;13/12/2021;10:32:00
506;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Diversos;24.839,50;3.454,00;13/12/2021;11:40:00;13/12/2021;13:01:00
507;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;13.911,40;1.166,00;13/12/2021;12:00:00;13/12/2021;12:50:00
508;PC-89;PA CARREGADEIRA;Corretiva;Diversos; ;1.116,20;13/12/2021;14:15:00;13/12/2021;15:20:00
509;CM-3;CAVALO MECANICO;Corretiva;Diversos;569.813,80;;13/12/2021;15:30:00;13/12/2021;16:15:00
510;CM-9;CAVALO MECANICO;Corretiva;Elétrico;441.953,90;11.189,00;14/12/2021;08:00:00;14/12/2021;08:40:00
511;CM-5;CAVALO MECANICO;Corretiva;Diversos;388.720,70;9.634,00;14/12/2021;09:05:00;14/12/2021;10:35:00
512;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;14.114,30;1.189,00;14/12/2021;09:10:00;14/12/2021;09:40:00
513;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;28.238,40;4.086,30;14/12/2021;11:00:00;14/12/2021;11:32:00
514;RB-21;REBOQUE TANQUE;Corretiva;Diversos;;;14/12/2021;16:45:00;14/12/2021;17:20:00
515;VL-45;VEICULO LEVE;Corretiva;Mecânico;147.772,00;;15/12/2021;08:00:00;15/12/2021;09:15:00
516;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;28.267,90;4.112,30;15/12/2021;15:55:00;15/12/2021;16:20:00
517;CPG-16;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;7.882,10;414;16/12/2021;09:00:00;16/12/2021;09:55:00
518;CB-10;CAMINHAO BASCULANTE;Corretiva;Mecânico;80.616,00;717;16/12/2021;09:10:00;20/12/2021;14:00:00
519;CMK-100;CAMINHAO MUNCK;Corretiva;Elétrico;2.105,40;231;16/12/2021;12:30:00;16/12/2021;12:41:00
520;PC-89;PA CARREGADEIRA;Preventiva;Mecânico;;1.116,20;16/12/2021;15:21:00;16/12/2021;16:15:00
521;CP-79;CAMINHAO PIPA;Corretiva;Elétrico;19.147,40;2.834,00;17/12/2021;08:00:00;17/12/2021;12:26:00
522;CB-101;CAMINHAO BASCULANTE;Corretiva;Diversos;105.382,00;14.637,00;17/12/2021;08:50:00;17/12/2021;14:16:00
523;CB-11;CAMINHAO BASCULANTE;Corretiva;Diversos;98.940,60;1.083,00;18/12/2021;08:00:00;18/12/2021;09:20:00
524;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;55.954,60;8.190,00;27/12/2021;08:00:00;27/12/2021;15:20:00
525;CM-9;CAVALO MECANICO;Corretiva;Mecânico;445.812,90;11.288,00;27/12/2021;08:20:00;27/12/2021;09:05:00
526;RT-28;REBOQUE TANQUE;Corretiva;Mecânico;;;27/12/2021;08:25:00;27/12/2021;08:45:00
527;CP-78;CAMINHAO PIPA;Corretiva;Borracharia;45.319,20;6.589,00;27/12/2021;10:46:00;27/12/2021;11:15:00
528;RT-91;REBOQUE TANQUE;Corretiva;Borracharia;;;28/12/2021;08:05:00;28/12/2021;09:35:00
529;CB-2;CAMINHAO BASCULANTE;Corretiva;Diversos;102.263,90;8.974,00;28/12/2021;14:00:00;30/12/2021;08:30:00
530;CB-98;CAMINHAO BASCULANTE;Preventiva;Diversos;90.191,90;1.835,00;28/12/2021;14:05:00;28/12/2021;14:45:00
531;CV-34;CAMINHAO VACUO;Corretiva;Elétrico;262.200,40;;28/12/2021;16:30:00;28/12/2021;16:45:00
532;CP-80;CAMINHAO PIPA;Corretiva;Borracharia;18.957,20;3.034,00;28/12/2021;08:00:00;29/12/2021;10:55:00
533;RT-26;REBOQUE TANQUE;Corretiva;Borracharia;;;28/12/2021;09:35:00;28/12/2021;13:30:00
534;CM-6;CAVALO MECANICO;Corretiva;Borracharia;386.285,30;6.429,00;28/12/2021;09:45:00;28/12/2021;10:30:00
535;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;79.202,10;15.974,50;28/12/2021;09:46:00;28/12/2021;16:08:00
536;CHH-66;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;26.838,90;7.009,80;29/12/2021;08:23:00;28/12/2021;08:30:00
537;CV-34;CAMINHAO VACUO;Corretiva;Borracharia;262.200,50;;29/12/2021;08:23:00;29/12/2021;08:56:00
538;RT-61;REBOQUE TANQUE;Corretiva;Borracharia;;;29/12/2021;08:55:00;29/12/2021;09:30:00
539;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Mecânico;197.930,10;6.660,00;29/12/2021;08:57:00;29/12/2021;10:20:00
540;CM-7;CAVALO MECANICO;Corretiva;Mecânico;148.152,40;4.767,00;29/12/2021;09:05:00;29/12/2021;10:00:00
541;CM-54;CAVALO MECANICO;Preventiva;Mecânico;194.578,10;7.207,00;29/12/2021;14:00:00;29/12/2021;15:48:00
542;CH-65;CAMINHAO HIDROJATO;Preventiva;Diversos;54.633,20;3.072,70;30/12/2021;08:05:00;30/12/2021;08:55:00
543;CB-14;CAMINHAO BASCULANTE;Corretiva;Diversos;114.477,30;6.976,00;30/12/2021;08:34:00;30/12/2021;10:45:00
544;CRR-30;CAMINHAO ROLL ON;Corretiva;Mecânico;127.738,20;5.813,00;30/12/2021;08:45:00;30/12/2021;09:00:00
545;CHH-11;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;79.214,50;15.976,40;30/12/2021;08:45:00;30/12/2021;09:15:00
546;#VALOR!;CAMINHAO HIDROJATO;Preventiva;Mecânico;156.960,80;4.991,00;30/12/2021;14:55:00;31/12/2021;16:10:00
547;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Mecânico;52.102,20;5.362,10;30/12/2021;14:05:00;30/12/2021;15:48:00
548;CHH-49;CAMINHAO HIPERVACUO HIDROJATO;Lubrificação;Mecânico;52.102,20;5.362,10;30/12/2021;14:05:00;30/12/2021;15:48:00
549;#VALOR!;CAMINHAO HIDROJATO;Adequação;Mecânico;750,8;20;30/12/2021;14:15:00;30/12/2021;14:30:00
550;CP-79;CAMINHAO PIPA;Corretiva;Elétrico;20.410,40;3.036,00;30/12/2021;14:56:00;30/12/2021;15:16:00
551;#VALOR!;CAMINHAO HIDROJATO;Corretiva;Diversos;296.631,00;;30/12/2021;15:18:00;30/12/2021;15:45:00
552;CM-7;CAVALO MECANICO;Preventiva;Mecânico;148.327,60;4.771,00;30/12/2021;16:01:00;30/12/2021;16:35:00
553;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Mecânico;24.287,90;2.018,00;30/12/2021;16:09:00;30/12/2021;16:40:00
554;CHH-94;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;19.625,70;806;30/12/2021;16:45:00;30/12/2021;17:05:00
555;CP-78;CAMINHAO PIPA;Corretiva;Elétrico;45.712,80;6.644,00;31/12/2021;10:25:00;31/12/2021;10:40:00
556;CH-63;CAMINHAO HIDROJATO;Corretiva;Borracharia;18.189,90;571,7;03/01/2022;07:45:00;03/01/2022;08:16:00
557;CM-57;CAVALO MECANICO;Corretiva;Borracharia;83.769,80;2.178,00;03/01/2022;08:20:00;03/01/2022;08:55:00
558;CM-36;CAVALO MECANICO;Corretiva;Elétrico;157.961,10;4.206,00;03/01/2022;08:56:00;03/01/2022;09:07:00
559;#VALOR!;CAMINHAO HIPERVACUO;Corretiva;Borracharia;10.067,00;273;03/01/2022;09:45:00;03/01/2022;10:00:00
560;CHH-10;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Diversos;67.814,80;18.435,90;03/01/2022;10:50:00;03/01/2022;15:50:00
561;CM-56;CAVALO MECANICO;Preventiva;Diversos;71.216,20;2.040,00;03/01/2022;10:55:00;03/01/2022;12:17:00
562;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;28.766,80;4.497,10;03/01/2022;13:27:00;10/01/2022;16:54:00
563;RT-61;REBOQUE TANQUE;Corretiva;Hidráulico;;;04/01/2022;10:00:00;04/01/2022;10:30:00
564;CV-35;CAMINHAO VACUO;Preventiva;Diversos;102.913,00;9.113,60;04/01/2022;13:30:00;05/01/2022;15:45:00
565;CPG-16;CAMINHAO POLIGUINDASTE;Lubrificação;Diversos;9.640,00;495;04/01/2022;13:45:00;04/01/2022;15:15:00
566;#VALOR!;CAMINHAO HIPERVACUO;Adequação;Diversos;605,4;15;05/01/2022;08:05:00;05/01/2022;15:00:00
567;#VALOR!;CAMINHAO HIPERVACUO;Corretiva;Mecânico;157.432,90;5.002,00;05/01/2022;08:30:00;05/01/2022;11:20:00
568;CP-79;CAMINHAO PIPA;Corretiva;Mecânico;20.859,40;3.116,00;05/01/2022;14:30:00;06/01/2022;14:00:00
569;CV-76;CAMINHAO VACUO;Corretiva;Mecânico;42.550,70;5.391,00;05/01/2022;16:00:00;05/01/2022;16:26:00
570;CHH-96;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Elétrico;17.123,90;1.544,00;05/01/2022;17:00:00;05/01/2022;17:15:00
571;CB-10;CAMINHAO BASCULANTE;Corretiva;Borracharia;80.768,60;747;05/01/2022;10:05:00;06/01/2022;11:05:00
572;CP-17;CAMINHAO PIPA;Corretiva;Elétrico;64.319,00;8.360,00;06/01/2022;09:15:00;06/01/2022;16:10:00
573;CHH-75;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Diversos;28.766,80;4.497,10;07/01/2022;08:30:00;07/01/2022;08:50:00
574;CHH-62;CAMINHAO HIPERVACUO HIDROJATO;Preventiva;Mecânico;34.047,70;3.883,90;07/01/2022;09:45:00;07/01/2022;10:15:00
575;CHH-62;CAMINHAO HIPERVACUO HIDROJATO;Lubrificação;Mecânico;34.047,70;3.883,90;07/01/2022;10:16:00;07/01/2022;10:25:00
576;CHV-14;CAMINHAO HIPERVACUO;Preventiva;Diversos;125.071,90;8.074,00;07/01/2022;11:15:00;07/01/2022;11:45:00
577;CHV-14;CAMINHAO HIPERVACUO;Lubrificação;Mecânico;125.071,90;8.074,00;07/01/2022;11:46:00;07/01/2022;12:06:00
578;CV-32;CAMINHAO VACUO;Preventiva;Diversos;102.312,90;6.395,80;07/01/2022;12:17:00;07/01/2022;13:30:00
579;CV-32;CAMINHAO VACUO;Lubrificação;Mecânico;102.312,90;6.395,80;07/01/2022;13:31:00;07/01/2022;13:45:00
580;CHH-95;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;25.352,20;2.162,00;07/01/2022;15:00:00;07/01/2022;16:06:00
581;EH-86;ESCAVADEIRA HIDRAULICA;Corretiva;Mecânico;;957,9;07/01/2022;15:23:00;19/02/2022;15:10:00
582;EH-4;ESCAVADEIRA HIDRAULICA;Corretiva;Diversos;;72,5;07/01/2022;16:44:00;07/01/2022;19:21:00
583;CP-74;CAMINHAO PIPA;Lavagem;Diversos;35.280,50;6.380,80;08/01/2022;10:32:00;08/01/2022;12:00:00
584;CHH-41;CAMINHAO HIPERVACUO HIDROJATO;Lavagem;Diversos;29.316,00;5.568,90;08/01/2022;12:15:00;08/01/2022;14:30:00
585;PC-88;PA CARREGADEIRA;Lavagem;Diversos;;2.210,90;08/01/2022;14:35:00;08/01/2022;15:30:00
586;PC-89;PA CARREGADEIRA;Lavagem;Diversos;;1.252,20;08/01/2022;15:35:00;08/01/2022;16:40:00
587;CP-80;CAMINHAO PIPA;Corretiva;Diversos;19.451,70;3.123,00;10/01/2022;08:00:00;08/01/2022;10:20:00
588;CP-74;CAMINHAO PIPA;Corretiva;Diversos;35.280,50;6.380,80;10/01/2022;08:15:00;10/01/2022;12:20:00
589;RC-48;REBOQUE CARROCERIA;Corretiva;Elétrico;;;10/01/2022;08:20:00;10/01/2022;08:35:00
590;CPG-19;CAMINHAO POLIGUINDASTE;Corretiva;Elétrico;198.569,80;6.702,00;10/01/2022;08:30:00;10/01/2022;08:50:00
591;CHH-41;CAMINHAO HIPERVACUO HIDROJATO;Corretiva;Diversos;29.316,00;5.568,90;10/01/2022;08:44:00;10/01/2022;10:00:00
592;CH-16;CAMINHAO HIDROJATO;Corretiva;Diversos;56.448,00;8.298,00;10/01/2022;11:00:00;10/01/2022;14:45:00
593;CHH-41;CAMINHAO HIPERVACUO HIDROJATO;Lubrificação;Diversos;29.316,00;5.568,90;10/01/2022;14:48:00;10/01/2022;15:05:00
